"10 Useful iPhone Apps for Web Designers and Developers Tools",http://webdesignledger.com/tools/10-useful-iphone-apps-for-web-designers-and-developers,http://webdesignledger.com/tools/10-useful-iphone-apps-for-web-designers-and-developers,"Sat 15 May 2010 10:16:55 EDT","Here are 10 super useful iPhone applications to help web designers and developers perform tasks.<br /><span style=""font-size:12px;"">via: <a href=""http://webdesignledger.com/tools/10-useful-iphone-apps-for-web-designers-and-developers"" rel=""nofollow"" >webdesignledger.com</a></span><br /><br /><br />"
"15 modal boxes to enrich your web application Web Developer Juice",http://www.webdeveloperjuice.com/2010/05/07/15-modal-boxes-to-enrich-your-web-application/,http://www.webdeveloperjuice.com/2010/05/07/15-modal-boxes-to-enrich-your-web-application/,"Sat 15 May 2010 10:17:51 EDT","Today I have collected 15 modal boxes for your inspiration and may be integrated in your upcoming web application.<br /><span style=""font-size:12px;"">via: <a href=""http://www.webdeveloperjuice.com/2010/05/07/15-modal-boxes-to-enrich-your-web-application/"" rel=""nofollow"" >webdeveloperjuice.com</a></span><br /><br /><br />"
"How to Generate Blog Post Ideas",http://www.viperchill.com/blog-content-ideas/,http://www.viperchill.com/blog-content-ideas/,"Sat 15 May 2010 10:18:30 EDT","Not only will the following tips help you generate tons of post  article ideas for now but you can also come back to them in a few months and they will almost certainly give you a new jolt of inspiration.<br /><span style=""font-size:12px;"">via: <a href=""http://www.viperchill.com/blog-content-ideas/"" rel=""nofollow"" >viperchill.com</a></span><br /><br /><br />"
"10 Practical Jquery Style Switchers",http://www.net-kit.com/10-practical-jquery-style-switchers/,http://www.net-kit.com/10-practical-jquery-style-switchers/,"Sat 15 May 2010 10:19:28 EDT","Here is a roundup of 10 practical jquery stylesheet switchers for you to test and implement into your website thus providing a better user experience.<br /><span style=""font-size:12px;"">via: <a href=""http://www.net-kit.com/10-practical-jquery-style-switchers/"" rel=""nofollow"" >net-kit.com</a></span><br /><br /><br />"
"Methods to Bring Life Back to Old Posts",http://www.blogussion.com/expansion/increase-views-old-posts/,http://www.blogussion.com/expansion/increase-views-old-posts/,"Sat 15 May 2010 10:19:57 EDT","So I came up with a few ideas of my own that can hopefully solve this issue and get older posts viewed by my readers again.<br /><span style=""font-size:12px;"">via: <a href=""http://www.blogussion.com/expansion/increase-views-old-posts/"" rel=""nofollow"" >blogussion.com</a></span><br /><br /><br />"
"jQuery Circulate",http://css-tricks.com/examples/Circulate/,http://css-tricks.com/examples/Circulate/,"Sat 15 May 2010 10:20:46 EDT","A nice effect to get elements to move in a unique way on a web page.<br /><span style=""font-size:12px;"">via: <a href=""http://css-tricks.com/examples/Circulate/"" rel=""nofollow"" >css-tricks.com</a></span><br /><br /><br />"
"Tables in Web Design Beautiful Examples and Best Practices webexpedition18",http://webexpedition18.com/articles/tables-in-web-design-beautiful-examples-and-best-practices/,http://webexpedition18.com/articles/tables-in-web-design-beautiful-examples-and-best-practices/,"Sat 15 May 2010 10:21:10 EDT","Many people find tables full with information boring but clever designed table can not only make a table very attractive but it can also increase readability. In this post I am going to show You beautifully non-boring designed tables!<br /><span style=""font-size:12px;"">via: <a href=""http://webexpedition18.com/articles/tables-in-web-design-beautiful-examples-and-best-practices/"" rel=""nofollow"" >webexpedition18.com</a></span><br /><br /><br />"
"10 Websites To Download Older Versions Of Software",http://www.makeuseof.com/tag/10-websites-download-older-versions-software/,http://www.makeuseof.com/tag/10-websites-download-older-versions-software/,"Sun 16 May 2010 9:12:19 EDT","There are times when you need an older version of software. This post list 10 websites where you can download older versions of software.<br /><span style=""font-size:12px;"">via: <a href=""http://www.makeuseof.com/tag/10-websites-download-older-versions-software/"" rel=""nofollow"" >makeuseof.com</a></span><br /><br /><br />"
"jQuery Accordion Tutorial - Simple Accordion Tutorial - jQuery Accordion Menu jQuery Tutorials Web Design Tutorials and Front-end Development Blog by Soh Tanaka",http://www.sohtanaka.com/web-design/simple-accordion-w-css-and-jquery/,http://www.sohtanaka.com/web-design/simple-accordion-w-css-and-jquery/,"Sun 16 May 2010 9:14:36 EDT","When designed and implemented with usability in mind the accordion can be incredibly useful when organizing a good chunk of content.<br /><span style=""font-size:12px;"">via: <a href=""http://www.sohtanaka.com/web-design/simple-accordion-w-css-and-jquery/"" rel=""nofollow"" >sohtanaka.com</a></span><br /><br /><br />"
"Designing an Infographic with HTML CSS",http://line25.com/tutorials/designing-an-infographic-with-html-css-and-jquery,http://line25.com/tutorials/designing-an-infographic-with-html-css-and-jquery,"Sun 16 May 2010 9:27:47 EDT","The design itself was put together in Adobe Illustrator using a bunch of Line25 stats.<br /><span style=""font-size:12px;"">via: <a href=""http://line25.com/tutorials/designing-an-infographic-with-html-css-and-jquery"" rel=""nofollow"" >1274016465673</a></span><br /><br /><br />"
"14 Best Fresh CSS3 Tutorials",http://skyje.com/2010/05/css3-tutorials/,http://skyje.com/2010/05/css3-tutorials/,"Sun 16 May 2010 17:36:28 EDT","In this collection you will find Best Fresh CSS3 Tutorials. You will learn next-generation techniques from CSS3.<br /><span style=""font-size:12px;"">via: <a href=""http://skyje.com/2010/05/css3-tutorials/"" rel=""nofollow"" >skyje.com</a></span><br /><br /><br />"
"Using jQuery The Sexy Way 7 Great Techniques For a Slick Layout DevSnippets",http://devsnippets.com/article/using-jquery-the-sexy-way.html,http://devsnippets.com/article/using-jquery-the-sexy-way.html,"Sun 16 May 2010 17:39:18 EDT","In this article we would like to present 7 Impressive techniques using some jQuery magic to grab the attention of your users with a simple and rich user experience that gets them excited about your website.<br /><span style=""font-size:12px;"">via: <a href=""http://devsnippets.com/article/using-jquery-the-sexy-way.html"" rel=""nofollow"" >devsnippets.com</a></span><br /><br /><br />"
"Dynamic Page Replacing Content CSS-Tricks",http://css-tricks.com/dynamic-page-replacing-content/,http://css-tricks.com/dynamic-page-replacing-content/,"Sun 16 May 2010 17:40:39 EDT","Lets say you wanted to make a website where clicking buttons in the nav would dynamically load some content. This article shows you how this can be done with jQuery.<br /><span style=""font-size:12px;"">via: <a href=""http://css-tricks.com/dynamic-page-replacing-content/"" rel=""nofollow"" >css-tricks.com</a></span><br /><br /><br />"
"The Ultimate Roundup of Best Photoshop Text effects Tutorials Graphic and Web Design Blog",http://www.1stwebdesigner.com/resources/the-ultimate-roundup-of-best-photoshop-text-effects-tutorials/,http://www.1stwebdesigner.com/resources/the-ultimate-roundup-of-best-photoshop-text-effects-tutorials/,"Sun 16 May 2010 17:42:36 EDT","People who love text effects and have the courage to admit it here is a thorough guide to the best 60 new text effects available on the web.<br /><span style=""font-size:12px;"">via: <a href=""http://www.1stwebdesigner.com/resources/the-ultimate-roundup-of-best-photoshop-text-effects-tutorials/"" rel=""nofollow"" >1stwebdesigner.com</a></span><br /><br /><br />"
"4 Creative and Fresh jQuery Tutorials Design Reviver",http://designreviver.com/tutorials/4-creative-and-fresh-jquery-tutorials/,http://designreviver.com/tutorials/4-creative-and-fresh-jquery-tutorials/,"Sun 16 May 2010 17:48:02 EDT","In this news round-up we have the best and most creative jQuery tutorials to help add some creativity to your web designs.<br /><span style=""font-size:12px;"">via: <a href=""http://designreviver.com/tutorials/4-creative-and-fresh-jquery-tutorials/"" rel=""nofollow"" >designreviver.com</a></span><br /><br /><br />"
"15 Useful Cheat Sheets for WordPress Design and Development",http://www.bestpsdtohtml.com/15-useful-cheat-sheets-for-wordpress-design-and-development/,http://www.bestpsdtohtml.com/15-useful-cheat-sheets-for-wordpress-design-and-development/,"Tue 18 May 2010 7:27:49 EDT","You will find some really helpful WordPress cheat sheets in this article.<br /><span style=""font-size:12px;"">via: <a href=""http://www.bestpsdtohtml.com/15-useful-cheat-sheets-for-wordpress-design-and-development/"" rel=""nofollow"" >bestpsdtohtml.com</a></span><br /><br /><br />"
"jQuery Captify Demo v1 1 3",http://thirdroute.com/projects/captify/,http://thirdroute.com/projects/captify/,"Tue 18 May 2010 7:30:08 EDT","Captify is a plugin for jQuery written by Brian Reavis to display simple pretty image captions that appear on rollover.<br /><span style=""font-size:12px;"">via: <a href=""http://thirdroute.com/projects/captify/"" rel=""nofollow"" >thirdroute.com</a></span><br /><br /><br />"
"100 Fresh And Free xHTML Templates Of Year 2010 Graphic and Web Design Blog",http://www.1stwebdesigner.com/freebies/fresh-free-xhtml-templates-2010/,http://www.1stwebdesigner.com/freebies/fresh-free-xhtml-templates-2010/,"Tue 18 May 2010 7:55:28 EDT","In this article you will find really new templates mostly created in this year 2010.<br /><span style=""font-size:12px;"">via: <a href=""http://www.1stwebdesigner.com/freebies/fresh-free-xhtml-templates-2010/"" rel=""nofollow"" >1stwebdesigner.com</a></span><br /><br /><br />"
"Sponsor Flip Wall With jQuery",http://tutorialzine.com/2010/03/sponsor-wall-flip-jquery-css/,http://tutorialzine.com/2010/03/sponsor-wall-flip-jquery-css/,"Thu 20 May 2010 8:06:45 EDT","We are using PHP CSS and jQuery with the jQuery Flip plug-in to do just that. The resulting code can be used to showcase your sponsors clients or portfolio projects as well.<br /><span style=""font-size:12px;"">via: <a href=""http://tutorialzine.com/2010/03/sponsor-wall-flip-jquery-css/"" rel=""nofollow"" >1274357203716</a></span><br /><br /><br />"
"Photoshop Effect vs CSS3 Properties Webstuffshare com - Worth Sharing Bookmarked Webstuff",http://www.webstuffshare.com/2010/04/photoshop-effect-vs-css3-properties/,http://www.webstuffshare.com/2010/04/photoshop-effect-vs-css3-properties/,"Thu 20 May 2010 8:11:44 EDT","Tested On Safari 4x Chrome 5x and Firefox 3x<br /><span style=""font-size:12px;"">via: <a href=""http://www.webstuffshare.com/2010/04/photoshop-effect-vs-css3-properties/"" rel=""nofollow"" >webstuffshare.com</a></span><br /><br /><br />"
"42 JavaScript best practices - Opera Developer Community",http://dev.opera.com/articles/view/javascript-best-practices/,http://dev.opera.com/articles/view/javascript-best-practices/,"Sat 22 May 2010 7:08:31 EDT","I have found that following these principles has made me a more effective developer and allowed other developers to build upon my work more easily.<br /><span style=""font-size:12px;"">via: <a href=""http://dev.opera.com/articles/view/javascript-best-practices/"" rel=""nofollow"" >dev.opera.com</a></span><br /><br /><br />"
"Spice Up Your Web Typography with Font-Face",http://line25.com/tutorials/spice-up-your-web-typography-with-font-face,http://line25.com/tutorials/spice-up-your-web-typography-with-font-face,"Sat 22 May 2010 7:18:20 EDT","Lets look at how the CSS font-face rule allows us to get fancy with our future website projects.<br /><span style=""font-size:12px;"">via: <a href=""http://line25.com/tutorials/spice-up-your-web-typography-with-font-face"" rel=""nofollow"" >line25.com</a></span><br /><br /><br />"
"Everything You Need to Know about CSS3 Color Techniques Coding PelFusion com",http://pelfusion.com/coding/everything-you-need-to-know-about-css3-color-techniques/,http://pelfusion.com/coding/everything-you-need-to-know-about-css3-color-techniques/,"Sat 22 May 2010 8:33:28 EDT","In this article we will talk about CSS3 colour techniques as well as show you some examples of excellent implementation of the CSS3 colour techniques in practice.<br /><span style=""font-size:12px;"">via: <a href=""http://pelfusion.com/coding/everything-you-need-to-know-about-css3-color-techniques/"" rel=""nofollow"" >pelfusion.com</a></span><br /><br /><br />"
"Speed Up with CSS3 Gradients CSS-Tricks",http://css-tricks.com/css3-gradients/,http://css-tricks.com/css3-gradients/,"Sat 22 May 2010 8:48:11 EDT","WebKit browsers paved the way with CSS based gradients which makes using them for progressive enhancement all the more appealing.<br /><span style=""font-size:12px;"">via: <a href=""http://css-tricks.com/css3-gradients/"" rel=""nofollow"" >css-tricks.com</a></span><br /><br /><br />"
"The hidden power of border-radius CreativityDen",http://blog.creativityden.com/the-hidden-power-of-border-radius-2/,http://blog.creativityden.com/the-hidden-power-of-border-radius-2/,"Mon 24 May 2010 6:28:48 EDT","In this post we will explore the property border-radius and how it can be used to create circles semi-cricles and quarter-circles.<br /><span style=""font-size:12px;"">via: <a href=""http://blog.creativityden.com/the-hidden-power-of-border-radius-2/"" rel=""nofollow"" >blog.creativityden.com</a></span><br /><br /><br />"
"DataTables table plug-in for jQuery",http://www.datatables.net/,http://www.datatables.net/,"Mon 24 May 2010 6:30:12 EDT","DataTables is a plug-in for the jQuery Javascript library. It is a highly flexible tool based upon the foundations of progressive enhancement which will add advanced interaction controls to any HTML table.<br /><span style=""font-size:12px;"">via: <a href=""http://www.datatables.net/"" rel=""nofollow"" >datatables.net</a></span><br /><br /><br />"
"Beautiful advanced jQuery background image slideshow",http://demo.marcofolio.net/bgimg_slideshow/,http://demo.marcofolio.net/bgimg_slideshow/,"Mon 24 May 2010 6:40:52 EDT","Here you will find an example of a beautiful advanced background image slideshow which heavily relies on jQuery combined with CSS.<br /><span style=""font-size:12px;"">via: <a href=""http://demo.marcofolio.net/bgimg_slideshow/"" rel=""nofollow"" >demo.marcofolio.net</a></span><br /><br /><br />"
"Class.js - JavaScript language with a basic class structure in under a kilobyte of code",http://www.evanbyrne.com/article/class.js,http://www.evanbyrne.com/article/class.js,"Fri 28 May 2010 6:26:53 EDT","Class.js attempts to provide the JavaScript language with a basic class structure in under a kilobyte of code.<br /><span style=""font-size:12px;"">via: <a href=""http://www.evanbyrne.com/article/class.js"" rel=""nofollow"" >evanbyrne.com</a></span><br /><br /><br />"
"jQuery Cloud Zoom",http://www.professorcloud.com/mainsite/cloud-zoom.htm,http://www.professorcloud.com/mainsite/cloud-zoom.htm,"Fri 28 May 2010 22:38:11 EDT","Cloud Zoom is a jQuery plugin comparable to commercial image zoom products such as Magic Zoom. Compared to the popular jQZoom plugin Cloud Zoom is smaller has more features and more robust compatability across browsers.<br /><span style=""font-size:12px;"">via: <a href=""http://www.professorcloud.com/mainsite/cloud-zoom.htm"" rel=""nofollow"" >professorcloud.com</a></span><br /><br /><br />"
"Object-Oriented PHP for Beginners Nettuts",http://net.tutsplus.com/tutorials/php/object-oriented-php-for-beginners/,http://net.tutsplus.com/tutorials/php/object-oriented-php-for-beginners/,"Mon 12 Jul 2010 13:47:53 EDT","<br /><span style=""font-size:12px;"">via: <a href=""http://net.tutsplus.com/tutorials/php/object-oriented-php-for-beginners/"" rel=""nofollow"" >net.tutsplus.com</a></span><br /><br /><br />"
"15 Useful MS Word Tricks You Probably Didn t Know TutToaster",http://www.tuttoaster.com/15-useful-ms-word-tricks-you-probably-didnt-know/,http://www.tuttoaster.com/15-useful-ms-word-tricks-you-probably-didnt-know/,"Mon 12 Jul 2010 14:46:29 EDT","Today we are going to show you 15 very useful MS Word tricks you probably never heard of.<br /><span style=""font-size:12px;"">via: <a href=""http://www.tuttoaster.com/15-useful-ms-word-tricks-you-probably-didnt-know/"" rel=""nofollow"" >tuttoaster.com</a></span><br /><br /><br />"
"A Beginner s Guide to Design Patterns Nettuts",http://net.tutsplus.com/articles/general/a-beginners-guide-to-design-patterns/,http://net.tutsplus.com/articles/general/a-beginners-guide-to-design-patterns/,"Mon 12 Jul 2010 14:48:10 EDT","Ever wondered what design patterns are? In this article I will explain why design patterns are important and will provide some examples in PHP of when and why they should be used.<br /><span style=""font-size:12px;"">via: <a href=""http://net.tutsplus.com/articles/general/a-beginners-guide-to-design-patterns/"" rel=""nofollow"" >net.tutsplus.com</a></span><br /><br /><br />"
"The top 200 greatest design blogs Web Design Shock",http://www.webdesignshock.com/showcase/the-top-200-greatest-design-blogs/,http://www.webdesignshock.com/showcase/the-top-200-greatest-design-blogs/,"Mon 12 Jul 2010 14:49:59 EDT","Many of these are made by some of the best digital artists in the medium so you can be sure you can always find interesting useful and great content.<br /><span style=""font-size:12px;"">via: <a href=""http://www.webdesignshock.com/showcase/the-top-200-greatest-design-blogs/"" rel=""nofollow"" >ebdesignshock.com</a></span><br /><br /><br />"
"The 960 Grid System Made Easy",http://sixrevisions.com/web_design/the-960-grid-system-made-easy/,http://sixrevisions.com/web_design/the-960-grid-system-made-easy/,"Mon 12 Jul 2010 15:59:30 EDT","This article is for web designers and front-end web developers who are interested in grid-based layout systems but are at a loss on how to decipher them.<br /><span style=""font-size:12px;"">via: <a href=""http://sixrevisions.com/web_design/the-960-grid-system-made-easy/"" rel=""nofollow"" >sixrevisions.com</a></span><br /><br /><br />"
"35 jQuery Animation Tutorials Vandelay Design Blog",http://vandelaydesign.com/blog/web-development/jquery-animation-tutorials/,http://vandelaydesign.com/blog/web-development/jquery-animation-tutorials/,"Mon 12 Jul 2010 16:05:48 EDT","Creative designers can do some amazing things with jQuery. A wide variety of animation effects are possible and these 35 tutorials provide excellent learning resources for anyone who is wanting to brush up their skills in this area.<br /><span style=""font-size:12px;"">via: <a href=""http://vandelaydesign.com/blog/web-development/jquery-animation-tutorials/"" rel=""nofollow"" >vandelaydesign.com</a></span><br /><br /><br />"
"35 Creative and Beautiful Websites Powered by Wordpress",http://www.wplatte.com/35-creative-and-beautiful-websites-powered-by-wordpress/,http://www.wplatte.com/35-creative-and-beautiful-websites-powered-by-wordpress/,"Mon 12 Jul 2010 16:15:09 EDT","Take a look at 35 examples of amazing websites powered by Wordpress and don t be afraid to switch to Wordpress!<br /><span style=""font-size:12px;"">via: <a href=""http://www.wplatte.com/35-creative-and-beautiful-websites-powered-by-wordpress/"" rel=""nofollow"" >platte.com</a></span><br /><br /><br />"
"130 Wonderful Website Designs categorised by color 1 Marked Lines",http://www.markedlines.com/130-wonderful-website-designs-categorised-by-color-1/,http://www.markedlines.com/130-wonderful-website-designs-categorised-by-color-1/,"Mon 12 Jul 2010 16:18:09 EDT","The first part includes the colors Blue Green Red  and it is here to inspire you!<br /><span style=""font-size:12px;"">via: <a href=""http://www.markedlines.com/130-wonderful-website-designs-categorised-by-color-1/"" rel=""nofollow"" >markedlines.com</a></span><br /><br /><br />"
"36 Free CSS Templates To Catch The EYE Free and Useful Online Resources for Designers and Developers",http://www.smashingapps.com/2010/07/08/36-brand-new-eye-catching-free-css-templates.html,http://www.smashingapps.com/2010/07/08/36-brand-new-eye-catching-free-css-templates.html,"Tue 13 Jul 2010 13:58:29 EDT","Features 36 (Brand New) Eye-Catching Free CSS Templates.<br /><span style=""font-size:12px;"">via: <a href=""http://www.smashingapps.com/2010/07/08/36-brand-new-eye-catching-free-css-templates.html"" rel=""nofollow"" >smashingapps.com</a></span><br /><br /><br />"
"A Compilation of Online Color Generator Tools for Designers",http://blueblots.com/freebies/a-compilation-of-online-color-generator-tools-for-designers/,http://blueblots.com/freebies/a-compilation-of-online-color-generator-tools-for-designers/,"Tue 13 Jul 2010 14:06:19 EDT","We have collected A Compilation of Free Online Color Generator Tools for Designers that you can look into as referral to colors that you may and can use for your designs.<br /><span style=""font-size:12px;"">via: <a href=""http://blueblots.com/freebies/a-compilation-of-online-color-generator-tools-for-designers/"" rel=""nofollow"" >blueblots.com</a></span><br /><br /><br />"
"Body IDs making life easier for yourself",http://www.venturelab.co.uk/devblog/2010/06/body-idsmaking-life-easier-for-yourself/,http://www.venturelab.co.uk/devblog/2010/06/body-idsmaking-life-easier-for-yourself/,"Tue 13 Jul 2010 14:24:48 EDT","This tutorial shows a good way to create custom pages from one CSS file by utilizing the fact that each page has only one body tag.<br /><span style=""font-size:12px;"">via: <a href=""http://www.venturelab.co.uk/devblog/2010/06/body-idsmaking-life-easier-for-yourself/"" rel=""nofollow"" >venturelab.co.uk</a></span><br /><br /><br />"
"20 Free Fonts Ideal For Logos And Headings",http://bluefaqs.com/2010/07/20-free-fonts-ideal-for-logos-and-headings/,http://bluefaqs.com/2010/07/20-free-fonts-ideal-for-logos-and-headings/,"Wed 14 Jul 2010 10:06:08 EDT","In this collection of fonts I wanted to focus on a few that generally work well for use with logos and headings alike. Easy to read fonts that carry a nice strong appearance with just a hint of class. Whether you are working on a clean design or something a little more decorative one of these fonts will surely do the trick. To help you better visualize the use of these typefaces I used each one in its own custom design.<br /><span style=""font-size:12px;"">via: <a href=""http://bluefaqs.com/2010/07/20-free-fonts-ideal-for-logos-and-headings/"" rel=""nofollow"" >bluefaqs.com</a></span><br /><br /><br />"
"The Benefits of CSS3 vs JQuery",http://www.whatcreative.co.uk/blog/tips/the-benefits-of-css3-vs-jquery/,http://www.whatcreative.co.uk/blog/tips/the-benefits-of-css3-vs-jquery/,"Wed 14 Jul 2010 10:09:08 EDT","An article that asks the question - So what are the benefits of CSS3 vs JQuery?<br /><span style=""font-size:12px;"">via: <a href=""http://www.whatcreative.co.uk/blog/tips/the-benefits-of-css3-vs-jquery/"" rel=""nofollow"" >hatcreative.co.uk</a></span><br /><br /><br />"
"20 Awesome Photographer Portfolio Websites",http://resources.savedelete.com/20-awesome-photographer-portfolio-websites.html,http://resources.savedelete.com/20-awesome-photographer-portfolio-websites.html,"Wed 14 Jul 2010 10:14:44 EDT","This article features photographer portfolio websites for inspiration.<br /><span style=""font-size:12px;"">via: <a href=""http://resources.savedelete.com/20-awesome-photographer-portfolio-websites.html"" rel=""nofollow"" >resources.savedelete.com</a></span><br /><br /><br />"
"How to Start Social Media Marketing for Your Site",http://www.smashingbuzz.com/2010/07/how-to-start-social-media-marketing-for-your-site/,http://www.smashingbuzz.com/2010/07/how-to-start-social-media-marketing-for-your-site/,"Wed 14 Jul 2010 10:20:39 EDT","This post discusses what you need to understand about how social media can benefit you and your business.<br /><span style=""font-size:12px;"">via: <a href=""http://www.smashingbuzz.com/2010/07/how-to-start-social-media-marketing-for-your-site/"" rel=""nofollow"" >smashingbuzz.com</a></span><br /><br /><br />"
"How to use BuddyPress as a Private Collaboration System",http://www.1stwebdesigner.com/tutorials/buddypress-collaboration-system/,http://www.1stwebdesigner.com/tutorials/buddypress-collaboration-system/,"Wed 14 Jul 2010 10:23:12 EDT","For sites with multiple writers it is nice to have a place for them all to interact privately.  With this post I will show you how to make your own Private Social network for your writers using BuddyPress.<br /><span style=""font-size:12px;"">via: <a href=""http://www.1stwebdesigner.com/tutorials/buddypress-collaboration-system/"" rel=""nofollow"" >1stwebdesigner.com</a></span><br /><br /><br />"
"13 Sexy Sign-up Forms",http://designm.ag/resources/13-sexy-sign-up-forms/,http://designm.ag/resources/13-sexy-sign-up-forms/,"Thu 15 Jul 2010 6:34:08 EDT","When it comes to online strategies you should never overlook the design of your sign up page. This post outlines 13 of the best.<br /><span style=""font-size:12px;"">via: <a href=""http://designm.ag/resources/13-sexy-sign-up-forms/"" rel=""nofollow"" >designm.ag</a></span><br /><br /><br />"
"Ping Multiple Update Service for Better SEO and Faster Indexing",http://www.tripwiremagazine.com/2010/07/ping-multiple-update-service-for-better-seo.-faster-indexing.html,http://www.tripwiremagazine.com/2010/07/ping-multiple-update-service-for-better-seo.-faster-indexing.html,"Thu 15 Jul 2010 6:39:12 EDT","Ping services allow different blog and RSS listing services to be notified and the idea is to help get the word out and hopefully drive some traffic to your site. This tutorial will show you how to get your automatic notification out to more services faster.<br /><span style=""font-size:12px;"">via: <a href=""http://www.tripwiremagazine.com/2010/07/ping-multiple-update-service-for-better-seo.-faster-indexing.html"" rel=""nofollow"" >tripwiremagazine.com</a></span><br /><br /><br />"
"40 Must-Bookmark PHP Classes",http://www.webresourcesdepot.com/40-must-bookmark-php-classes-libraries-for-developing-faster/,http://www.webresourcesdepot.com/40-must-bookmark-php-classes-libraries-for-developing-faster/,"Thu 15 Jul 2010 6:41:44 EDT","Here is a collection 40+ totally free PHP classes and libraries that every PHP developer would love to bookmark.<br /><span style=""font-size:12px;"">via: <a href=""http://www.webresourcesdepot.com/40-must-bookmark-php-classes-libraries-for-developing-faster/"" rel=""nofollow"" >1279190504777</a></span><br /><br /><br />"
"CSS3 PIE CSS3 decorations for IE",http://css3pie.com/,http://css3pie.com/,"Thu 15 Jul 2010 6:43:12 EDT","PIE makes Internet Explorer 6-8 capable of rendering several of the most useful CSS3 decoration features.<br /><span style=""font-size:12px;"">via: <a href=""http://css3pie.com/"" rel=""nofollow"" >css3pie.com</a></span><br /><br /><br />"
"Is Delegating a Good Idea for Freelancers",http://theprodesigner.com/is-delegating-a-good-idea-for-freelancers/,http://theprodesigner.com/is-delegating-a-good-idea-for-freelancers/,"Fri 16 Jul 2010 6:34:13 EDT","This article will help you to identify when and how to delegate ensuring that hiring another pair of hands doesnt cause financial problems it solves them!<br /><span style=""font-size:12px;"">via: <a href=""http://theprodesigner.com/is-delegating-a-good-idea-for-freelancers/"" rel=""nofollow"" >theprodesigner.com</a></span><br /><br /><br />"
"Extractiv Launches Semantics as a Service Platform",http://www.readwriteweb.com/archives/extractiv_launches_semantics_as_a_service_platform.php,http://www.readwriteweb.com/archives/extractiv_launches_semantics_as_a_service_platform.php,"Fri 16 Jul 2010 6:37:05 EDT","Extractiv has quietly launched a service that crawls the Web for text on a specific topic then transforms it into structured semantic data.<br /><span style=""font-size:12px;"">via: <a href=""http://www.readwriteweb.com/archives/extractiv_launches_semantics_as_a_service_platform.php"" rel=""nofollow"" >readwriteweb.com</a></span><br /><br /><br />"
"Content slider with transition effect using jQuery",http://www.mitya.co.uk/scripts/Blockster-transition-effect-122,http://www.mitya.co.uk/scripts/Blockster-transition-effect-122,"Fri 16 Jul 2010 6:44:23 EDT","Blockster is a Javascript transition effect designed for featured content rotators or slideshows. Its underlying concept is to transition between one element to the next block by block.<br /><span style=""font-size:12px;"">via: <a href=""http://www.mitya.co.uk/scripts/Blockster-transition-effect-122"" rel=""nofollow"" >mitya.co.uk</a></span><br /><br /><br />"
